obsnme,obsval,weight,obgnme
loc001n0948,159.64,1.0,07346X0017
loc001n0949,159.51,1.0,07346X0017
loc001n0951,159.29,1.0,07346X0017
loc001n0953,159.27,1.0,07346X0017
loc001n0955,159.26,1.0,07346X0017
loc001n0957,159.25,1.0,07346X0017
loc001n0959,159.21,1.0,07346X0017
loc001n0961,159.13,1.0,07346X0017
loc001n0963,159.05,1.0,07346X0017
loc001n0965,158.93,1.0,07346X0017
loc001n0967,158.86,1.0,07346X0017
loc001n0969,158.77,1.0,07346X0017
loc001n0971,158.68,1.0,07346X0017
loc001n0973,158.58,1.0,07346X0017
loc001n0975,158.49,1.0,07346X0017
loc001n0979,158.11,1.0,07346X0017
loc001n0980,157.98,1.0,07346X0017
loc001n0982,157.96,1.0,07346X0017
loc001n0984,157.97,1.0,07346X0017
loc001n0986,157.96,1.0,07346X0017
loc001n0988,157.96,1.0,07346X0017
loc001n0990,157.95,1.0,07346X0017
loc001n0992,157.96,1.0,07346X0017
loc001n0994,157.94,1.0,07346X0017
loc001n0996,157.94,1.0,07346X0017
loc001n0998,157.93,1.0,07346X0017
loc001n1000,157.93,1.0,07346X0017
loc001n1002,157.93,1.0,07346X0017
loc001n1004,157.91,1.0,07346X0017
loc001n1006,157.89,1.0,07346X0017
loc001n1010,157.89,1.0,07346X0017
loc001n1011,157.85,1.0,07346X0017
loc001n1013,157.83,1.0,07346X0017
loc001n1015,157.81,1.0,07346X0017
loc001n1017,157.8,1.0,07346X0017
loc001n1019,157.79,1.0,07346X0017
loc001n1021,157.76,1.0,07346X0017
loc001n1023,157.75,1.0,07346X0017
loc001n1025,157.76,1.0,07346X0017
loc001n1027,157.69,1.0,07346X0017
loc001n1029,157.7,1.0,07346X0017
loc001n1031,157.7,1.0,07346X0017
loc001n1033,157.67,1.0,07346X0017
loc001n1035,157.67,1.0,07346X0017
loc001n1037,157.66,1.0,07346X0017
loc001n1040,157.65,1.0,07346X0017
loc001n1041,157.65,1.0,07346X0017
loc001n1043,157.66,1.0,07346X0017
loc001n1045,157.65,1.0,07346X0017
loc001n1047,157.63,1.0,07346X0017
loc001n1049,157.64,1.0,07346X0017
loc001n1051,157.62,1.0,07346X0017
loc001n1053,157.6,1.0,07346X0017
loc001n1055,157.59,1.0,07346X0017
loc001n1057,157.6,1.0,07346X0017
loc001n1061,157.57,1.0,07346X0017
loc001n1063,157.58,1.0,07346X0017
loc001n1065,157.58,1.0,07346X0017
loc001n1067,157.55,1.0,07346X0017
loc001n1071,157.54,1.0,07346X0017
loc001n1072,157.55,1.0,07346X0017
loc001n1074,157.54,1.0,07346X0017
loc001n1076,157.54,1.0,07346X0017
loc001n1078,157.54,1.0,07346X0017
loc001n1080,157.53,1.0,07346X0017
loc001n1082,157.53,1.0,07346X0017
loc001n1084,157.52,1.0,07346X0017
loc001n1086,157.52,1.0,07346X0017
loc001n1088,157.5,1.0,07346X0017
loc001n1090,157.53,1.0,07346X0017
loc001n1092,157.73,1.0,07346X0017
loc001n1094,157.54,1.0,07346X0017
loc001n1096,157.59,1.0,07346X0017
loc001n1098,157.56,1.0,07346X0017
loc001n1101,157.52,1.0,07346X0017
loc001n1102,157.52,1.0,07346X0017
loc001n1104,157.51,1.0,07346X0017
loc001n1106,157.51,1.0,07346X0017
loc001n1108,157.49,1.0,07346X0017
loc001n1110,157.49,1.0,07346X0017
loc001n1112,157.49,1.0,07346X0017
loc001n1114,157.48,1.0,07346X0017
loc001n1116,157.45,1.0,07346X0017
loc001n1118,157.46,1.0,07346X0017
loc001n1120,157.46,1.0,07346X0017
loc001n1122,157.44,1.0,07346X0017
loc001n1124,157.44,1.0,07346X0017
loc001n1126,157.43,1.0,07346X0017
loc001n1128,157.43,1.0,07346X0017
loc001n1132,157.42,1.0,07346X0017
loc001n1133,157.42,1.0,07346X0017
loc001n1135,158.1,1.0,07346X0017
loc001n1137,158.19,1.0,07346X0017
loc001n1139,161.31,1.0,07346X0017
loc001n1141,161.88,1.0,07346X0017
loc001n1143,163.88,1.0,07346X0017
loc001n1145,163.77,1.0,07346X0017
loc001n1147,163.39,1.0,07346X0017
loc001n1149,162.98,1.0,07346X0017
loc001n1151,162.55,1.0,07346X0017
loc001n1153,162.13,1.0,07346X0017
loc001n1155,161.75,1.0,07346X0017
loc001n1157,161.5,1.0,07346X0017
loc001n1159,161.24,1.0,07346X0017
loc001n1163,161.74,1.0,07346X0017
loc001n1164,161.93,1.0,07346X0017
loc001n1166,161.96,1.0,07346X0017
loc001n1168,162.01,1.0,07346X0017
loc001n1170,162.26,1.0,07346X0017
loc001n1172,166.29,1.0,07346X0017
loc001n1174,166.81,1.0,07346X0017
loc001n1176,168.91,1.0,07346X0017
loc001n1178,168.86,1.0,07346X0017
loc001n1180,168.18,1.0,07346X0017
loc001n1182,167.45,1.0,07346X0017
loc001n1184,166.92,1.0,07346X0017
loc001n1186,166.47,1.0,07346X0017
loc001n1188,166.27,1.0,07346X0017
loc001n1190,166.12,1.0,07346X0017
loc001n1192,165.76,1.0,07346X0017
loc001n1193,165.66,1.0,07346X0017
loc001n1195,166.15,1.0,07346X0017
loc001n1197,166.83,1.0,07346X0017
loc001n1199,166.7,1.0,07346X0017
loc001n1201,166.55,1.0,07346X0017
loc001n1203,166.37,1.0,07346X0017
loc001n1205,166.2,1.0,07346X0017
loc001n1207,166.01,1.0,07346X0017
loc001n1209,165.78,1.0,07346X0017
loc001n1211,165.58,1.0,07346X0017
loc001n1213,165.36,1.0,07346X0017
loc001n1215,165.14,1.0,07346X0017
loc001n1217,164.95,1.0,07346X0017
loc001n1219,164.81,1.0,07346X0017
loc001n1223,164.42,1.0,07346X0017
loc001n1224,164.36,1.0,07346X0017
loc001n1226,164.22,1.0,07346X0017
loc001n1228,164.03,1.0,07346X0017
loc001n1230,163.91,1.0,07346X0017
loc001n1232,163.79,1.0,07346X0017
loc001n1234,163.65,1.0,07346X0017
loc001n1236,163.52,1.0,07346X0017
loc001n1238,163.49,1.0,07346X0017
loc001n1240,163.48,1.0,07346X0017
loc001n1242,163.49,1.0,07346X0017
loc001n1244,163.41,1.0,07346X0017
loc001n1246,163.34,1.0,07346X0017
loc001n1248,163.26,1.0,07346X0017
loc001n1250,163.16,1.0,07346X0017
loc001n1253,162.97,1.0,07346X0017
loc001n1254,162.92,1.0,07346X0017
loc001n1256,162.83,1.0,07346X0017
loc001n1258,162.77,1.0,07346X0017
loc001n1260,162.69,1.0,07346X0017
loc001n1262,162.58,1.0,07346X0017
loc001n1264,162.49,1.0,07346X0017
loc001n1266,162.35,1.0,07346X0017
loc001n1268,162.21,1.0,07346X0017
loc001n1270,162.13,1.0,07346X0017
loc001n1272,162.0,1.0,07346X0017
loc001n1274,162.04,1.0,07346X0017
loc001n1276,162.16,1.0,07346X0017
loc001n1278,162.11,1.0,07346X0017
loc001n1280,162.02,1.0,07346X0017
loc001n1284,162.18,1.0,07346X0017
loc001n1285,162.42,1.0,07346X0017
loc001n1287,162.46,1.0,07346X0017
loc001n1289,162.4,1.0,07346X0017
loc001n1291,162.29,1.0,07346X0017
loc001n1293,162.22,1.0,07346X0017
loc001n1295,162.09,1.0,07346X0017
loc001n1297,161.99,1.0,07346X0017
loc001n1299,161.9,1.0,07346X0017
loc001n1301,161.82,1.0,07346X0017
loc001n1303,161.82,1.0,07346X0017
loc001n1305,161.78,1.0,07346X0017
loc001n1307,161.69,1.0,07346X0017
loc001n1309,161.59,1.0,07346X0017
loc001n1311,161.49,1.0,07346X0017
loc001n1314,161.32,1.0,07346X0017
loc001n1315,161.26,1.0,07346X0017
loc001n1317,161.14,1.0,07346X0017
loc001n1319,161.02,1.0,07346X0017
loc001n1321,160.92,1.0,07346X0017
loc001n1323,160.8,1.0,07346X0017
loc001n1325,160.67,1.0,07346X0017
loc001n1327,160.55,1.0,07346X0017
loc001n1329,160.43,1.0,07346X0017
loc001n1331,160.33,1.0,07346X0017
loc001n1333,160.22,1.0,07346X0017
loc001n1335,160.13,1.0,07346X0017
loc001n1337,160.01,1.0,07346X0017
loc001n1339,159.9,1.0,07346X0017
loc001n1341,159.79,1.0,07346X0017
loc001n1345,159.58,1.0,07346X0017
loc001n1346,159.48,1.0,07346X0017
loc001n1348,159.33,1.0,07346X0017
loc001n1350,159.29,1.0,07346X0017
loc001n1352,159.28,1.0,07346X0017
loc001n1354,159.26,1.0,07346X0017
loc001n1356,159.23,1.0,07346X0017
loc001n1358,159.16,1.0,07346X0017
loc001n1360,159.09,1.0,07346X0017
loc001n1362,158.99,1.0,07346X0017
loc001n1364,158.9,1.0,07346X0017
loc001n1366,158.79,1.0,07346X0017
loc001n1368,158.72,1.0,07346X0017
loc001n1370,158.64,1.0,07346X0017
loc001n1372,158.56,1.0,07346X0017
loc001n1376,158.22,1.0,07346X0017
loc001n1377,158.2,1.0,07346X0017
loc001n1379,158.0,1.0,07346X0017
loc001n1381,157.98,1.0,07346X0017
loc001n1383,157.97,1.0,07346X0017
loc001n1385,157.95,1.0,07346X0017
loc001n1387,157.94,1.0,07346X0017
loc001n1389,157.93,1.0,07346X0017
loc001n1391,157.92,1.0,07346X0017
loc001n1393,157.89,1.0,07346X0017
loc001n1395,157.87,1.0,07346X0017
loc001n1397,157.85,1.0,07346X0017
loc001n1399,157.84,1.0,07346X0017
loc001n1401,157.8,1.0,07346X0017
loc001n1403,157.77,1.0,07346X0017
loc001n1406,157.76,1.0,07346X0017
loc001n1407,157.72,1.0,07346X0017
loc001n1409,157.71,1.0,07346X0017
loc001n1411,157.71,1.0,07346X0017
loc001n1413,157.67,1.0,07346X0017
loc001n1415,157.66,1.0,07346X0017
loc001n1417,157.66,1.0,07346X0017
loc001n1419,157.65,1.0,07346X0017
loc001n1421,157.61,1.0,07346X0017
loc001n1423,157.58,1.0,07346X0017
loc001n1425,157.58,1.0,07346X0017
loc001n1427,157.58,1.0,07346X0017
loc001n1429,157.57,1.0,07346X0017
loc001n1431,157.54,1.0,07346X0017
loc001n1433,157.52,1.0,07346X0017
loc001n1437,157.51,1.0,07346X0017
loc001n1438,157.5,1.0,07346X0017
loc001n1440,157.49,1.0,07346X0017
loc001n1442,157.76,1.0,07346X0017
loc001n1444,157.51,1.0,07346X0017
loc001n1446,157.87,1.0,07346X0017
loc001n1448,157.86,1.0,07346X0017
loc001n1450,157.6,1.0,07346X0017
loc001n1452,157.55,1.0,07346X0017
loc001n1454,157.63,1.0,07346X0017
loc001n1456,157.95,1.0,07346X0017
loc001n1458,157.88,1.0,07346X0017
loc001n1460,158.16,1.0,07346X0017
loc001n1462,158.2,1.0,07346X0017
loc001n1464,157.95,1.0,07346X0017
loc001n1467,157.85,1.0,07346X0017
loc001n1468,157.84,1.0,07346X0017
loc001n1470,157.78,1.0,07346X0017
loc001n1472,157.67,1.0,07346X0017
loc001n1474,157.62,1.0,07346X0017
loc001n1476,157.6,1.0,07346X0017
loc001n1478,157.58,1.0,07346X0017
loc001n1480,157.56,1.0,07346X0017
loc001n1482,157.53,1.0,07346X0017
loc001n1484,157.5,1.0,07346X0017
loc001n1486,157.51,1.0,07346X0017
loc001n1488,157.45,1.0,07346X0017
loc001n1490,157.5,1.0,07346X0017
loc001n1492,157.54,1.0,07346X0017
loc001n1494,157.47,1.0,07346X0017
loc001n1498,157.45,1.0,07346X0017
loc001n1499,157.44,1.0,07346X0017
loc001n1501,157.4,1.0,07346X0017
loc001n1503,157.38,1.0,07346X0017
loc001n1505,157.38,1.0,07346X0017
loc001n1507,157.41,1.0,07346X0017
loc001n1509,157.45,1.0,07346X0017
loc001n1511,157.67,1.0,07346X0017
loc001n1513,157.65,1.0,07346X0017
loc001n1515,157.59,1.0,07346X0017
loc001n1517,157.52,1.0,07346X0017
loc001n1519,157.48,1.0,07346X0017
loc001n1521,157.42,1.0,07346X0017
loc001n1523,157.44,1.0,07346X0017
loc001n1525,157.39,1.0,07346X0017
loc001n1529,157.37,1.0,07346X0017
loc001n1530,157.37,1.0,07346X0017
loc001n1532,157.94,1.0,07346X0017
loc001n1534,158.2,1.0,07346X0017
loc001n1536,159.26,1.0,07346X0017
loc001n1538,159.2,1.0,07346X0017
loc001n1540,158.89,1.0,07346X0017
loc001n1542,158.64,1.0,07346X0017
loc001n1544,158.19,1.0,07346X0017
loc001n1546,157.97,1.0,07346X0017
loc001n1548,157.94,1.0,07346X0017
loc001n1550,157.94,1.0,07346X0017
loc001n1552,157.93,1.0,07346X0017
loc001n1554,157.92,1.0,07346X0017
loc001n1556,158.09,1.0,07346X0017
loc001n1557,158.11,1.0,07346X0017
loc001n1558,158.2,1.0,07346X0017
loc001n1560,160.91,1.0,07346X0017
loc001n1562,161.14,1.0,07346X0017
loc001n1564,161.55,1.0,07346X0017
loc001n1566,161.61,1.0,07346X0017
loc001n1568,161.54,1.0,07346X0017
loc001n1570,161.19,1.0,07346X0017
loc001n1572,160.92,1.0,07346X0017
loc001n1574,160.66,1.0,07346X0017
loc001n1576,160.43,1.0,07346X0017
loc001n1578,160.22,1.0,07346X0017
loc001n1580,160.06,1.0,07346X0017
loc001n1582,159.85,1.0,07346X0017
loc001n1584,159.67,1.0,07346X0017
loc001n1588,159.27,1.0,07346X0017
loc001n1589,159.3,1.0,07346X0017
loc001n1591,159.26,1.0,07346X0017
loc001n1593,159.22,1.0,07346X0017
loc001n1595,159.09,1.0,07346X0017
loc001n1597,159.01,1.0,07346X0017
loc001n1599,158.84,1.0,07346X0017
loc001n1601,158.91,1.0,07346X0017
loc001n1603,158.76,1.0,07346X0017
loc001n1605,158.62,1.0,07346X0017
loc001n1607,158.53,1.0,07346X0017
loc001n1609,158.33,1.0,07346X0017
loc001n1611,158.04,1.0,07346X0017
loc001n1613,157.97,1.0,07346X0017
loc001n1615,157.95,1.0,07346X0017
loc001n1618,157.98,1.0,07346X0017
loc001n1619,157.95,1.0,07346X0017
loc001n1621,157.9,1.0,07346X0017
loc001n1623,157.97,1.0,07346X0017
loc001n1625,157.94,1.0,07346X0017
loc001n1627,157.85,1.0,07346X0017
loc001n1629,157.96,1.0,07346X0017
loc001n1631,158.0,1.0,07346X0017
loc001n1633,157.92,1.0,07346X0017
loc001n1635,157.98,1.0,07346X0017
loc001n1637,158.48,1.0,07346X0017
loc001n1639,158.43,1.0,07346X0017
loc001n1641,158.22,1.0,07346X0017
loc001n1643,158.13,1.0,07346X0017
loc001n1645,157.97,1.0,07346X0017
loc001n1649,157.94,1.0,07346X0017
loc001n1650,157.94,1.0,07346X0017
loc001n1652,157.95,1.0,07346X0017
loc001n1654,158.04,1.0,07346X0017
loc001n1656,158.02,1.0,07346X0017
loc001n1658,158.01,1.0,07346X0017
loc001n1660,158.01,1.0,07346X0017
loc001n1662,157.94,1.0,07346X0017
loc001n1664,158.02,1.0,07346X0017
loc001n1666,157.96,1.0,07346X0017
loc001n1668,157.91,1.0,07346X0017
loc001n1670,157.86,1.0,07346X0017
loc001n1672,157.89,1.0,07346X0017
loc001n1674,157.83,1.0,07346X0017
loc001n1676,157.86,1.0,07346X0017
loc001n1679,158.79,1.0,07346X0017
loc001n1680,158.78,1.0,07346X0017
loc001n1682,158.51,1.0,07346X0017
loc001n1684,158.28,1.0,07346X0017
loc001n1686,158.06,1.0,07346X0017
loc001n1688,158.03,1.0,07346X0017
loc001n1690,158.05,1.0,07346X0017
loc001n1692,158.05,1.0,07346X0017
loc001n1694,158.05,1.0,07346X0017
loc001n1696,157.95,1.0,07346X0017
loc001n1698,157.95,1.0,07346X0017
loc001n1700,157.86,1.0,07346X0017
loc001n1702,157.83,1.0,07346X0017
loc001n1704,157.8,1.0,07346X0017
loc001n1706,157.77,1.0,07346X0017
loc001n1710,157.72,1.0,07346X0017
loc001n1711,157.7,1.0,07346X0017
loc001n1713,157.72,1.0,07346X0017
loc001n1715,157.68,1.0,07346X0017
loc001n1717,157.67,1.0,07346X0017
loc001n1719,157.64,1.0,07346X0017
loc001n1721,157.61,1.0,07346X0017
loc001n1723,157.6,1.0,07346X0017
loc001n1725,157.56,1.0,07346X0017
loc001n1727,157.56,1.0,07346X0017
loc001n1729,157.54,1.0,07346X0017
loc001n1731,157.53,1.0,07346X0017
loc001n1733,157.53,1.0,07346X0017
loc001n1735,157.51,1.0,07346X0017
loc001n1737,157.5,1.0,07346X0017
loc001n1741,157.46,1.0,07346X0017
loc001n1742,157.46,1.0,07346X0017
loc001n1744,157.46,1.0,07346X0017
loc001n1746,157.43,1.0,07346X0017
loc001n1748,157.45,1.0,07346X0017
loc001n1750,157.47,1.0,07346X0017
loc001n1752,157.46,1.0,07346X0017
loc001n1754,157.52,1.0,07346X0017
loc001n1756,157.51,1.0,07346X0017
loc001n1758,157.75,1.0,07346X0017
loc001n1760,157.49,1.0,07346X0017
loc001n1762,157.43,1.0,07346X0017
loc001n1764,157.41,1.0,07346X0017
loc001n1766,157.38,1.0,07346X0017
loc001n1768,157.36,1.0,07346X0017
loc001n1771,157.35,1.0,07346X0017
loc001n1772,157.34,1.0,07346X0017
loc001n1774,157.32,1.0,07346X0017
loc001n1776,157.31,1.0,07346X0017
loc001n1778,157.31,1.0,07346X0017
loc001n1780,157.3,1.0,07346X0017
loc001n1782,157.29,1.0,07346X0017
loc001n1784,157.27,1.0,07346X0017
loc001n1786,157.26,1.0,07346X0017
loc001n1788,157.26,1.0,07346X0017
loc001n1790,157.51,1.0,07346X0017
loc001n1792,157.31,1.0,07346X0017
loc001n1794,157.31,1.0,07346X0017
loc001n1796,157.29,1.0,07346X0017
loc001n1798,157.27,1.0,07346X0017
loc001n1802,157.25,1.0,07346X0017
loc001n1803,157.25,1.0,07346X0017
loc001n1805,157.23,1.0,07346X0017
loc001n1807,157.2,1.0,07346X0017
loc001n1809,157.21,1.0,07346X0017
loc001n1811,157.17,1.0,07346X0017
loc001n1813,157.17,1.0,07346X0017
loc001n1815,157.14,1.0,07346X0017
loc001n1817,157.13,1.0,07346X0017
loc001n1819,157.12,1.0,07346X0017
loc001n1821,157.1,1.0,07346X0017
loc001n1823,157.1,1.0,07346X0017
loc001n1825,157.08,1.0,07346X0017
loc001n1827,157.44,1.0,07346X0017
loc001n1829,157.2,1.0,07346X0017
loc001n1832,157.19,1.0,07346X0017
loc001n1833,157.13,1.0,07346X0017
loc001n1835,157.08,1.0,07346X0017
loc001n1837,157.09,1.0,07346X0017
loc001n1839,157.18,1.0,07346X0017
loc001n1841,159.13,1.0,07346X0017
loc001n1843,160.56,1.0,07346X0017
loc001n1845,160.96,1.0,07346X0017
loc001n1847,162.3,1.0,07346X0017
loc001n1849,162.01,1.0,07346X0017
loc001n1851,161.54,1.0,07346X0017
loc001n1853,161.03,1.0,07346X0017
loc001n1855,160.6,1.0,07346X0017
loc001n1857,160.33,1.0,07346X0017
loc001n1859,160.67,1.0,07346X0017
loc001n1863,163.47,1.0,07346X0017
loc001n1864,164.43,1.0,07346X0017
loc001n1866,165.95,1.0,07346X0017
loc001n1868,167.23,1.0,07346X0017
loc001n1870,167.15,1.0,07346X0017
loc001n1872,166.56,1.0,07346X0017
loc001n1874,165.98,1.0,07346X0017
loc001n1876,165.5,1.0,07346X0017
loc001n1878,165.15,1.0,07346X0017
loc001n1880,165.35,1.0,07346X0017
loc001n1882,166.57,1.0,07346X0017
loc001n1884,168.65,1.0,07346X0017
loc001n1886,168.49,1.0,07346X0017
loc001n1888,168.59,1.0,07346X0017
loc001n1890,168.36,1.0,07346X0017
loc001n1894,167.54,1.0,07346X0017
loc001n1895,167.39,1.0,07346X0017
loc001n1897,167.1,1.0,07346X0017
loc001n1899,166.91,1.0,07346X0017
loc001n1901,166.63,1.0,07346X0017
loc001n1903,166.33,1.0,07346X0017
loc001n1905,166.17,1.0,07346X0017
loc001n1907,165.97,1.0,07346X0017
loc001n1909,167.47,1.0,07346X0017
loc001n1911,167.84,1.0,07346X0017
loc001n1913,167.76,1.0,07346X0017
loc001n1915,167.55,1.0,07346X0017
loc001n1917,167.33,1.0,07346X0017
loc001n1919,167.04,1.0,07346X0017
loc001n1921,166.8,1.0,07346X0017
loc001n1922,166.74,1.0,07346X0017
loc001n1923,166.66,1.0,07346X0017
loc001n1925,166.42,1.0,07346X0017
loc001n1927,166.45,1.0,07346X0017
loc001n1929,166.44,1.0,07346X0017
loc001n1931,166.44,1.0,07346X0017
loc001n1933,166.35,1.0,07346X0017
loc001n1935,166.13,1.0,07346X0017
loc001n1937,166.07,1.0,07346X0017
loc001n1939,166.15,1.0,07346X0017
loc001n1941,166.1,1.0,07346X0017
loc001n1943,165.92,1.0,07346X0017
loc001n1945,165.92,1.0,07346X0017
loc001n1947,165.72,1.0,07346X0017
loc001n1949,166.01,1.0,07346X0017
loc001n1953,166.41,1.0,07346X0017
loc001n1954,166.45,1.0,07346X0017
loc001n1956,166.89,1.0,07346X0017
loc001n1958,166.97,1.0,07346X0017
loc001n1960,166.9,1.0,07346X0017
loc001n1962,166.74,1.0,07346X0017
loc001n1964,166.59,1.0,07346X0017
loc001n1966,166.56,1.0,07346X0017
loc001n1968,166.58,1.0,07346X0017
loc001n1970,166.44,1.0,07346X0017
loc001n1972,166.31,1.0,07346X0017
loc001n1974,166.19,1.0,07346X0017
loc001n1976,166.02,1.0,07346X0017
loc001n1978,165.85,1.0,07346X0017
loc001n1980,165.73,1.0,07346X0017
loc001n1983,165.54,1.0,07346X0017
loc001n1984,165.49,1.0,07346X0017
loc001n1986,165.35,1.0,07346X0017
loc001n1988,165.23,1.0,07346X0017
loc001n1990,165.13,1.0,07346X0017
loc001n1992,165.0,1.0,07346X0017
loc001n1994,164.88,1.0,07346X0017
loc001n1996,164.75,1.0,07346X0017
loc001n1998,164.63,1.0,07346X0017
loc001n2000,164.52,1.0,07346X0017
loc001n2002,164.42,1.0,07346X0017
loc001n2004,164.33,1.0,07346X0017
loc001n2006,164.21,1.0,07346X0017
loc001n2008,164.12,1.0,07346X0017
loc001n2010,163.97,1.0,07346X0017
loc001n2014,164.01,1.0,07346X0017
loc001n2015,163.99,1.0,07346X0017
loc001n2017,163.93,1.0,07346X0017
loc001n2019,163.85,1.0,07346X0017
loc001n2021,163.75,1.0,07346X0017
loc001n2023,163.96,1.0,07346X0017
loc001n2025,164.05,1.0,07346X0017
loc001n2027,163.96,1.0,07346X0017
loc001n2029,163.87,1.0,07346X0017
loc001n2031,163.75,1.0,07346X0017
loc001n2033,163.67,1.0,07346X0017
loc001n2035,163.56,1.0,07346X0017
loc001n2037,163.48,1.0,07346X0017
loc001n2039,163.37,1.0,07346X0017
loc001n2041,163.28,1.0,07346X0017
loc001n2044,163.15,1.0,07346X0017
loc001n2045,163.1,1.0,07346X0017
loc001n2047,162.97,1.0,07346X0017
loc001n2049,162.85,1.0,07346X0017
loc001n2051,162.74,1.0,07346X0017
loc001n2053,162.63,1.0,07346X0017
loc001n2055,162.53,1.0,07346X0017
loc001n2057,162.41,1.0,07346X0017
loc001n2059,162.3,1.0,07346X0017
loc001n2061,162.17,1.0,07346X0017
loc001n2063,162.05,1.0,07346X0017
loc001n2065,161.93,1.0,07346X0017
loc001n2067,161.82,1.0,07346X0017
loc001n2069,161.7,1.0,07346X0017
loc001n2071,161.58,1.0,07346X0017
loc001n2075,161.3,1.0,07346X0017
loc001n2076,161.23,1.0,07346X0017
loc001n2078,161.1,1.0,07346X0017
loc001n2080,160.98,1.0,07346X0017
loc001n2082,160.85,1.0,07346X0017
loc001n2084,160.71,1.0,07346X0017
loc001n2086,160.61,1.0,07346X0017
loc001n2088,160.51,1.0,07346X0017
loc001n2090,160.41,1.0,07346X0017
loc001n2092,160.28,1.0,07346X0017
loc001n2094,160.19,1.0,07346X0017
loc001n2096,160.1,1.0,07346X0017
loc001n2098,160.0,1.0,07346X0017
loc001n2100,159.94,1.0,07346X0017
loc001n2102,159.85,1.0,07346X0017
loc001n2106,159.66,1.0,07346X0017
loc001n2107,159.65,1.0,07346X0017
loc001n2109,159.71,1.0,07346X0017
loc001n2111,159.54,1.0,07346X0017
loc001n2113,159.31,1.0,07346X0017
loc001n2115,159.25,1.0,07346X0017
loc001n2117,159.24,1.0,07346X0017
loc001n2119,159.23,1.0,07346X0017
loc001n2121,159.2,1.0,07346X0017
loc001n2123,159.14,1.0,07346X0017
loc001n2125,159.05,1.0,07346X0017
loc001n2127,158.93,1.0,07346X0017
loc001n2129,158.83,1.0,07346X0017
loc001n2131,158.75,1.0,07346X0017
loc001n2133,158.69,1.0,07346X0017
loc001n2136,158.57,1.0,07346X0017
loc001n2137,158.51,1.0,07346X0017
loc001n2139,158.45,1.0,07346X0017
loc001n2141,158.37,1.0,07346X0017
loc001n2143,158.18,1.0,07346X0017
loc001n2145,158.12,1.0,07346X0017
loc001n2147,157.99,1.0,07346X0017
loc001n2149,157.95,1.0,07346X0017
loc001n2151,157.95,1.0,07346X0017
loc001n2153,157.92,1.0,07346X0017
loc001n2155,157.9,1.0,07346X0017
loc001n2157,157.89,1.0,07346X0017
loc001n2159,157.89,1.0,07346X0017
loc001n2161,157.88,1.0,07346X0017
loc001n2163,157.89,1.0,07346X0017
loc001n2167,157.83,1.0,07346X0017
loc001n2168,157.87,1.0,07346X0017
loc001n2170,157.87,1.0,07346X0017
loc001n2172,157.82,1.0,07346X0017
loc001n2174,157.89,1.0,07346X0017
loc001n2176,157.93,1.0,07346X0017
loc001n2178,157.92,1.0,07346X0017
loc001n2180,157.91,1.0,07346X0017
loc001n2182,157.88,1.0,07346X0017
loc001n2184,157.88,1.0,07346X0017
loc001n2186,157.88,1.0,07346X0017
loc001n2188,157.79,1.0,07346X0017
loc001n2190,157.77,1.0,07346X0017
loc001n2192,157.76,1.0,07346X0017
loc001n2194,157.71,1.0,07346X0017
loc001n2197,157.83,1.0,07346X0017
loc001n2198,158.77,1.0,07346X0017
loc001n2200,160.24,1.0,07346X0017
loc001n2202,159.99,1.0,07346X0017
loc001n2204,160.25,1.0,07346X0017
loc001n2206,160.43,1.0,07346X0017
loc001n2208,160.4,1.0,07346X0017
loc001n2210,160.22,1.0,07346X0017
loc001n2212,160.17,1.0,07346X0017
loc001n2214,160.56,1.0,07346X0017
loc001n2216,160.6,1.0,07346X0017
loc001n2218,161.77,1.0,07346X0017
loc001n2220,162.1,1.0,07346X0017
loc001n2222,162.08,1.0,07346X0017
loc001n2224,161.9,1.0,07346X0017
loc001n2228,161.39,1.0,07346X0017
loc001n2229,161.25,1.0,07346X0017
loc001n2231,161.0,1.0,07346X0017
loc001n2233,160.76,1.0,07346X0017
loc001n2235,160.56,1.0,07346X0017
loc001n2237,160.41,1.0,07346X0017
loc001n2239,160.21,1.0,07346X0017
loc001n2241,160.07,1.0,07346X0017
loc001n2243,159.93,1.0,07346X0017
loc001n2245,159.77,1.0,07346X0017
loc001n2247,159.66,1.0,07346X0017
loc001n2249,159.43,1.0,07346X0017
loc001n2251,159.28,1.0,07346X0017
loc001n2253,159.25,1.0,07346X0017
loc001n2255,159.92,1.0,07346X0017
loc001n2259,161.91,1.0,07346X0017
loc001n2260,162.24,1.0,07346X0017
loc001n2262,162.43,1.0,07346X0017
loc001n2264,162.71,1.0,07346X0017
loc001n2266,162.74,1.0,07346X0017
loc001n2268,162.7,1.0,07346X0017
loc001n2270,162.45,1.0,07346X0017
loc001n2272,162.32,1.0,07346X0017
loc001n2274,162.18,1.0,07346X0017
loc001n2276,162.04,1.0,07346X0017
loc001n2278,161.87,1.0,07346X0017
loc001n2280,161.66,1.0,07346X0017
loc001n2282,161.5,1.0,07346X0017
loc001n2284,161.31,1.0,07346X0017
loc001n2286,161.16,1.0,07346X0017
loc001n2287,161.08,1.0,07346X0017
loc001n2288,161.01,1.0,07346X0017
loc001n2290,160.93,1.0,07346X0017
loc001n2292,160.81,1.0,07346X0017
loc001n2294,160.64,1.0,07346X0017
loc001n2296,160.49,1.0,07346X0017
